,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MN,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,13.0,18.0,True,0.7534246575342466,1,1,4,1,345,22
17,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AR,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,2.0,75.0,True,0.8253968253968254,1,1,4,1,345,2
18,False,71.0,I am unsure if it is correct,False,100.0,It is certainly correct,True,MT,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,12.0,11.0,False,0.7865168539325843,1,1,4,1,345,25
19,False,70.0,I am unsure if it is correct,False,100.0,It is certainly correct,True,WA,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,11.0,45.0,False,0.6944444444444444,1,1,4,1,345,46
1,True,100.0,It is certainly correct,True,91.0,It is probably correct,True,NJ,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,4.0,59.0,True,0.7045454545454546,5,2,2,5,143,30
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MI,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,8.0,84.0,True,0.726027397260274,5,2,2,5,143,21
3,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,ME,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,12.0,49.0,True,0.6941176470588235,5,2,2,5,143,20
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MA,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,13.0,58.0,True,0.821917808219178,5,2,2,5,143,18
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MT,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,15.0,30.0,True,0.7865168539325843,5,2,2,5,143,25
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ND,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,5.0,45.0,True,0.7361111111111112,5,2,2,5,143,27
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MS,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,15.0,39.0,True,0.881578947368421,5,2,2,5,143,24
12,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,LA,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,10.0,75.0,True,0.8142857142857143,5,2,2,5,143,17
17,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TX,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,13.0,63.0,True,0.8095238095238095,5,2,2,5,143,42
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NE,5b9f7782-1100-29a4-cb9d-41b42b5a6557,Female,Very Liberal,College,55-64,4.0,28.0,True,0.7625,5,2,2,5,143,28
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ID,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,1.0,31.0,True,0.8051948051948052,3,1,4,4,11,12
1,True,90.0,It is probably correct,True,100.0,It is certainly correct,True,GA,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,6.0,85.0,True,0.8072289156626506,3,1,4,4,11,9
2,True,82.0,It is probably correct,True,93.0,It is probably correct,True,OR,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,6.0,68.0,True,0.7126436781609196,3,1,4,4,11,36
4,True,83.0,It is probably correct,True,100.0,It is probably correct,True,CT,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,14.0,90.0,True,0.8472222222222222,3,1,4,4,11,6
6,False,72.0,I am unsure if it is correct,False,67.0,I am unsure if it is correct,True,KY,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,2.0,82.0,False,0.6029411764705882,3,1,4,4,11,16
7,True,90.0,It is probably correct,True,89.0,It is probably correct,True,VA,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,10.0,90.0,True,0.8795180722891566,3,1,4,4,11,44
8,True,61.0,I am unsure if it is correct,False,52.0,I am unsure if it is correct,True,AK,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,10.0,11.0,True,0.8108108108108109,3,1,4,4,11,0
9,False,58.0,I am unsure if it is correct,False,55.0,I am unsure if it is correct,True,SD,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,7.0,98.0,False,0.7027027027027027,3,1,4,4,11,40
14,True,89.0,I am unsure if it is correct,True,86.0,I am unsure if it is correct,True,WI,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,13.0,56.0,True,0.8169014084507042,3,1,4,4,11,47
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NE,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,2.0,94.0,True,0.7625,3,1,4,4,11,28
18,True,95.0,It is probably correct,True,94.0,It is probably correct,True,AL,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,2.0,86.0,True,0.7926829268292683,3,1,4,4,11,1
19,False,57.0,I am unsure if it is correct,True,83.0,I am unsure if it is correct,True,FL,0717cfb8-d62c-9651-43a7-f93c767fa76d,Male,Moderate,High School,45-54,14.0,74.0,False,0.6986301369863014,3,1,4,4,11,8
0,True,80.0,It is probably correct,True,85.0,I am unsure if it is correct,True,NM,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,10.0,65.0,True,0.7671232876712328,1,1,2,2,80,31
2,True,76.0,It is probably correct,True,80.0,I am unsure if it is correct,True,MO,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,8.0,4.0,True,0.7222222222222222,1,1,2,2,80,23
8,True,95.0,I am unsure if it is correct,True,62.0,I am unsure if it is correct,True,SD,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,7.0,39.0,True,0.7027027027027027,1,1,2,2,80,40
9,True,76.0,It is probably correct,True,81.0,It is probably correct,True,AR,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,5.0,98.0,True,0.8253968253968254,1,1,2,2,80,2
11,False,76.0,I am unsure if it is correct,True,76.0,It is probably correct,True,ME,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,14.0,60.0,False,0.6941176470588235,1,1,2,2,80,20
12,True,83.0,It is probably correct,False,84.0,It is probably correct,True,RI,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,10.0,80.0,True,0.9411764705882353,1,1,2,2,80,38
14,False,85.0,It is certainly correct,False,82.0,It is probably correct,True,NE,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,6.0,42.0,False,0.7625,1,1,2,2,80,28
15,True,100.0,It is certainly correct,False,76.0,I am unsure if it is correct,True,OH,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,8.0,35.0,True,0.9571428571428572,1,1,2,2,80,34
16,False,89.0,It is probably correct,True,85.0,It is probably correct,True,KS,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,5.0,82.0,False,0.75,1,1,2,2,80,15
18,False,63.0,I am unsure if it is correct,True,81.0,I am unsure if it is correct,True,IA,340b5e0d-de00-69df-5f12-68206844a6d8,Male,Very Conservative,College,25-34,7.0,93.0,False,0.9014084507042254,1,1,2,2,80,11
1,False,85.0,It is probably correct,True,79.0,I am unsure if it is correct,True,OR,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,7.0,4.0,False,0.7126436781609196,2,1,2,2,389,36
2,False,79.0,It is probably correct,False,83.0,It is probably correct,True,Hi,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,10.0,2.0,False,0.8701298701298701,2,1,2,2,389,10
3,True,78.0,I am unsure if it is correct,False,85.0,It is certainly correct,True,ME,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,5.0,0.0,True,0.6941176470588235,2,1,2,2,389,20
4,True,78.0,It is probably correct,False,84.0,It is probably correct,True,DE,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,7.0,83.0,True,0.7764705882352941,2,1,2,2,389,7
7,True,76.0,I am unsure if it is correct,False,85.0,I am unsure if it is correct,True,CO,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,11.0,57.0,True,0.8518518518518519,2,1,2,2,389,5
10,True,100.0,It is certainly correct,False,76.0,I am unsure if it is correct,True,OK,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,12.0,77.0,True,0.8481012658227848,2,1,2,2,389,35
12,False,76.0,It is probably correct,True,77.0,It is probably correct,True,MT,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,7.0,44.0,False,0.7865168539325843,2,1,2,2,389,25
13,False,76.0,It is probably correct,True,77.0,It is probably correct,True,AR,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,5.0,8.0,False,0.8253968253968254,2,1,2,2,389,2
15,True,100.0,It is certainly correct,True,76.0,It is probably correct,True,TX,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,6.0,82.0,True,0.8095238095238095,2,1,2,2,389,42
17,True,100.0,It is certainly correct,True,79.0,I am unsure if it is correct,True,TN,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,5.0,68.0,True,0.8082191780821918,2,1,2,2,389,41
19,False,68.0,It is probably correct,False,76.0,I am unsure if it is correct,True,PA,f1cb60a3-b239-4593-9fbc-56e0816fc274,Male,Conservative,College,25-34,12.0,84.0,False,0.6865671641791045,2,1,2,2,389,37
1,True,77.0,It is certainly correct,True,95.0,It is certainly correct,True,MI,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,10.0,94.0,True,0.726027397260274,3,1,3,2,211,21
3,True,92.0,It is probably correct,True,100.0,It is certainly correct,True,IA,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,6.0,88.0,True,0.9014084507042254,3,1,3,2,211,11
4,True,72.0,I am unsure if it is correct,True,76.0,It is probably correct,True,WV,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,14.0,51.0,True,0.8227848101265823,3,1,3,2,211,48
5,True,100.0,It is certainly correct,True,92.0,It is certainly correct,True,CA,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,7.0,45.0,True,0.9393939393939394,3,1,3,2,211,4
6,True,69.0,I am unsure if it is correct,True,75.0,It is probably correct,True,MS,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,1.0,9.0,True,0.881578947368421,3,1,3,2,211,24
8,False,80.0,It is probably correct,False,95.0,It is certainly correct,True,AR,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,4.0,26.0,False,0.8253968253968254,3,1,3,2,211,2
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,FL,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,15.0,41.0,True,0.6986301369863014,3,1,3,2,211,8
14,True,76.0,It is probably correct,True,90.0,It is probably correct,True,PA,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,14.0,79.0,True,0.6865671641791045,3,1,3,2,211,37
16,True,99.0,It is certainly correct,True,100.0,It is certainly correct,True,Il,8743e3fb-a45f-bd78-17e4-d5680884d02c,Male,Moderate,Some College,25-34,3.0,25.0,True,0.7866666666666666,3,1,3,2,211,14
3,False,81.0,I am unsure if it is correct,True,65.0,It is certainly correct,True,NY,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,12.0,10.0,False,0.8461538461538461,4,1,1,4,99,33
4,False,85.0,I am unsure if it is correct,True,54.0,It is probably correct,True,AL,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,3.0,61.0,False,0.7926829268292683,4,1,1,4,99,1
8,False,81.0,I am unsure if it is correct,True,54.0,It is certainly correct,True,AK,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,5.0,90.0,False,0.8108108108108109,4,1,1,4,99,0
9,False,81.0,I am unsure if it is correct,True,54.0,It is certainly correct,True,KY,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,15.0,74.0,False,0.6029411764705882,4,1,1,4,99,16
10,False,81.0,I am unsure if it is correct,True,51.0,It is certainly correct,True,MN,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,13.0,47.0,False,0.7534246575342466,4,1,1,4,99,22
11,False,80.0,I am unsure if it is correct,True,54.0,It is certainly correct,True,WY,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,1.0,81.0,False,0.7922077922077922,4,1,1,4,99,49
13,True,65.0,It is certainly correct,False,54.0,It is certainly correct,True,ME,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,9.0,27.0,True,0.6941176470588235,4,1,1,4,99,20
14,True,69.0,It is probably correct,False,50.0,It is probably correct,True,MT,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,11.0,84.0,True,0.7865168539325843,4,1,1,4,99,25
16,True,71.0,I am unsure if it is correct,False,55.0,It is probably correct,True,WA,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,15.0,87.0,True,0.6944444444444444,4,1,1,4,99,46
17,True,60.0,It is certainly correct,False,54.0,It is certainly correct,True,WI,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,4.0,21.0,True,0.8169014084507042,4,1,1,4,99,47
18,True,65.0,It is probably correct,False,54.0,It is probably correct,True,PA,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,12.0,94.0,True,0.6865671641791045,4,1,1,4,99,37
19,True,65.0,It is probably correct,True,60.0,It is certainly correct,True,NH,41470e04-cb6a-2bc6-131b-386c0d4ca3d1,Male,Liberal,Graduate Degree or Higher,45-54,4.0,95.0,True,0.7560975609756098,4,1,1,4,99,29
0,True,94.0,It is probably correct,True,95.0,It is probably correct,True,NE,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,11.0,84.0,True,0.7625,1,1,4,1,325,28
2,True,97.0,It is probably correct,True,97.0,I am unsure if it is correct,True,WV,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,9.0,40.0,True,0.8227848101265823,1,1,4,1,325,48
4,True,95.0,It is probably correct,True,99.0,It is probably correct,True,MN,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,10.0,17.0,True,0.7534246575342466,1,1,4,1,325,22
5,True,98.0,It is probably correct,True,97.0,It is probably correct,True,OR,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,9.0,7.0,True,0.7126436781609196,1,1,4,1,325,36
6,True,96.0,It is probably correct,True,98.0,It is probably correct,True,AK,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,4.0,98.0,True,0.8108108108108109,1,1,4,1,325,0
7,True,97.0,It is probably correct,True,96.0,It is probably correct,True,UT,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,11.0,77.0,True,0.875,1,1,4,1,325,43
10,True,96.0,It is probably correct,True,97.0,It is probably correct,True,CT,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,3.0,31.0,True,0.8472222222222222,1,1,4,1,325,6
11,True,97.0,It is probably correct,True,99.0,It is probably correct,True,IN,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,8.0,21.0,True,0.9047619047619048,1,1,4,1,325,13
12,True,96.0,I am unsure if it is correct,True,97.0,It is probably correct,True,ID,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,2.0,90.0,True,0.8051948051948052,1,1,4,1,325,12
13,True,97.0,It is probably correct,True,95.0,It is probably correct,True,PA,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,6.0,59.0,True,0.6865671641791045,1,1,4,1,325,37
17,True,97.0,I am unsure if it is correct,True,99.0,I am unsure if it is correct,True,VT,ca036627-b571-535b-5738-5028c486c1f2,Male,Very Conservative,High School,18-24,11.0,93.0,True,0.7435897435897436,1,1,4,1,325,45
0,True,83.0,It is certainly correct,True,100.0,It is certainly correct,True,DE,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,9.0,97.0,True,0.7764705882352941,1,2,3,6,207,7
1,True,93.0,It is certainly correct,True,100.0,It is certainly correct,True,NY,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,5.0,89.0,True,0.8461538461538461,1,2,3,6,207,33
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,IA,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,8.0,50.0,True,0.9014084507042254,1,2,3,6,207,11
6,True,95.0,It is certainly correct,True,100.0,It is certainly correct,True,NH,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,4.0,43.0,True,0.7560975609756098,1,2,3,6,207,29
7,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,FL,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,15.0,41.0,True,0.6986301369863014,1,2,3,6,207,8
9,True,100.0,It is certainly correct,False,100.0,It is certainly correct,True,NV,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,9.0,44.0,True,0.7142857142857143,1,2,3,6,207,32
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CT,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,15.0,8.0,True,0.8472222222222222,1,2,3,6,207,6
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,Il,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,12.0,60.0,True,0.7866666666666666,1,2,3,6,207,14
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OK,83706163-637a-16c2-247c-575b2efe17b5,Female,Very Conservative,Some College,65+,14.0,82.0,True,0.8481012658227848,1,2,3,6,207,35
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NJ,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,15.0,64.0,True,0.7045454545454546,4,1,1,6,264,30
3,True,100.0,It is certainly correct,True,75.0,It is probably correct,True,AZ,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,14.0,71.0,True,0.8555555555555555,4,1,1,6,264,3
4,True,100.0,It is certainly correct,True,75.0,It is probably correct,True,WV,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,8.0,5.0,True,0.8227848101265823,4,1,1,6,264,48
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VT,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,7.0,32.0,True,0.7435897435897436,4,1,1,6,264,45
7,True,75.0,It is probably correct,True,75.0,It is probably correct,True,AR,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,7.0,17.0,True,0.8253968253968254,4,1,1,6,264,2
8,True,75.0,It is probably correct,True,75.0,It is probably correct,True,IA,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,15.0,1.0,True,0.9014084507042254,4,1,1,6,264,11
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,DE,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,9.0,24.0,True,0.7764705882352941,4,1,1,6,264,7
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,PA,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,1.0,23.0,True,0.6865671641791045,4,1,1,6,264,37
11,True,75.0,It is probably correct,True,75.0,It is probably correct,True,NC,a63e4f23-785e-38a9-6a3c-7915a2d70cf5,Male,Liberal,Graduate Degree or Higher,65+,9.0,54.0,True,0.8170731707317073,4,1,1,6,264,26
